State,Sex,Age Group,Year,Ethnic Group,Value ('000 Person)
W.P Kuala Lumpur,Male, 35 - 39,2005,Non-Malaysian Citizens,7.8
W.P Kuala Lumpur,Male, 35 - 39,2006,Total Ethnic Group,61.1
W.P Kuala Lumpur,Male, 35 - 39,2006,Bumiputera,0.6
W.P Kuala Lumpur,Male, 35 - 39,2006,Malay,21.4
W.P Kuala Lumpur,Male, 35 - 39,2006,Chinese,24.8
W.P Kuala Lumpur,Male, 35 - 39,2006,Indians,5.8
W.P Kuala Lumpur,Male, 35 - 39,2006,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2006,Non-Malaysian Citizens,8.1
W.P Kuala Lumpur,Male, 35 - 39,2007,Total Ethnic Group,62.2
W.P Kuala Lumpur,Male, 35 - 39,2007,Bumiputera,0.7
W.P Kuala Lumpur,Male, 35 - 39,2007,Malay,21.5
W.P Kuala Lumpur,Male, 35 - 39,2007,Chinese,25.2
W.P Kuala Lumpur,Male, 35 - 39,2007,Indians,5.8
W.P Kuala Lumpur,Male, 35 - 39,2007,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2007,Non-Malaysian Citizens,8.5
W.P Kuala Lumpur,Male, 35 - 39,2008,Total Ethnic Group,63.7
W.P Kuala Lumpur,Male, 35 - 39,2008,Bumiputera,0.8
W.P Kuala Lumpur,Male, 35 - 39,2008,Malay,21.8
W.P Kuala Lumpur,Male, 35 - 39,2008,Chinese,25.8
W.P Kuala Lumpur,Male, 35 - 39,2008,Indians,5.9
W.P Kuala Lumpur,Male, 35 - 39,2008,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2008,Non-Malaysian Citizens,9
W.P Kuala Lumpur,Male, 35 - 39,2009,Total Ethnic Group,65.4
W.P Kuala Lumpur,Male, 35 - 39,2009,Bumiputera,0.8
W.P Kuala Lumpur,Male, 35 - 39,2009,Malay,22
W.P Kuala Lumpur,Male, 35 - 39,2009,Chinese,26.5
W.P Kuala Lumpur,Male, 35 - 39,2009,Indians,5.9
W.P Kuala Lumpur,Male, 35 - 39,2009,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2009,Non-Malaysian Citizens,9.7
W.P Kuala Lumpur,Male, 35 - 39,2010,Total Ethnic Group,67.1
W.P Kuala Lumpur,Male, 35 - 39,2010,Other Bumiputera,0.8
W.P Kuala Lumpur,Male, 35 - 39,2010,Malay,22.3
W.P Kuala Lumpur,Male, 35 - 39,2010,Chinese,27.2
W.P Kuala Lumpur,Male, 35 - 39,2010,Indians,6
W.P Kuala Lumpur,Male, 35 - 39,2010,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,2010,Non-Malaysian Citizens,10.4
W.P Kuala Lumpur,Male, 35 - 39,2011,Total Ethnic Group,69.6
W.P Kuala Lumpur,Male, 35 - 39,2011,Other Bumiputera,0.7
W.P Kuala Lumpur,Male, 35 - 39,2011,Malay,23.2
W.P Kuala Lumpur,Male, 35 - 39,2011,Chinese,28.3
W.P Kuala Lumpur,Male, 35 - 39,2011,Indians,6.2
W.P Kuala Lumpur,Male, 35 - 39,2011,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,2011,Non-Malaysian Citizens,10.8
W.P Kuala Lumpur,Male, 35 - 39,2012,Total Ethnic Group,71.9
W.P Kuala Lumpur,Male, 35 - 39,2012,Other Bumiputera,0.4
W.P Kuala Lumpur,Male, 35 - 39,2012,Malay,24
W.P Kuala Lumpur,Male, 35 - 39,2012,Chinese,29.3
W.P Kuala Lumpur,Male, 35 - 39,2012,Indians,6.6
W.P Kuala Lumpur,Male, 35 - 39,2012,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,2012,Non-Malaysian Citizens,11.3
W.P Kuala Lumpur,Male, 35 - 39,2013,Total Ethnic Group,74.7
W.P Kuala Lumpur,Male, 35 - 39,2013,Bumiputera,24.9
W.P Kuala Lumpur,Male, 35 - 39,2013,Chinese,30
W.P Kuala Lumpur,Male, 35 - 39,2013,Indians,6.7
W.P Kuala Lumpur,Male, 35 - 39,2013,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 35 - 39,2013,Non-Malaysian Citizens,12.7
W.P Kuala Lumpur,Male, 35 - 39,2014,Total Ethnic Group,77.6
W.P Kuala Lumpur,Male, 35 - 39,2014,Bumiputera,25.9
W.P Kuala Lumpur,Male, 35 - 39,2014,Chinese,31
W.P Kuala Lumpur,Male, 35 - 39,2014,Indians,6.7
W.P Kuala Lumpur,Male, 35 - 39,2014,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2014,Non-Malaysian Citizens,13.5
W.P Kuala Lumpur,Male, 35 - 39,2015,Total Ethnic Group,82.8
W.P Kuala Lumpur,Male, 35 - 39,2015,Bumiputera,27.2
W.P Kuala Lumpur,Male, 35 - 39,2015,Chinese,31.6
W.P Kuala Lumpur,Male, 35 - 39,2015,Indians,6.8
W.P Kuala Lumpur,Male, 35 - 39,2015,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2015,Non-Malaysian Citizens,16.7
W.P Kuala Lumpur,Male, 35 - 39,2016,Total Ethnic Group,84.8
W.P Kuala Lumpur,Male, 35 - 39,2016,Bumiputera,29
W.P Kuala Lumpur,Male, 35 - 39,2016,Chinese,31.8
W.P Kuala Lumpur,Male, 35 - 39,2016,Indians,6.4
W.P Kuala Lumpur,Male, 35 - 39,2016,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2016,Non-Malaysian Citizens,17.1
W.P Kuala Lumpur,Male, 35 - 39,2017,Total Ethnic Group,86.9
W.P Kuala Lumpur,Male, 35 - 39,2017,Bumiputera,31.2
W.P Kuala Lumpur,Male, 35 - 39,2017,Chinese,31.7
W.P Kuala Lumpur,Male, 35 - 39,2017,Indians,6.6
W.P Kuala Lumpur,Male, 35 - 39,2017,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2017,Non-Malaysian Citizens,16.9
W.P Kuala Lumpur,Male, 35 - 39,2018,Total Ethnic Group,88.2
W.P Kuala Lumpur,Male, 35 - 39,2018,Bumiputera,33.2
W.P Kuala Lumpur,Male, 35 - 39,2018,Chinese,31
W.P Kuala Lumpur,Male, 35 - 39,2018,Indians,6.7
W.P Kuala Lumpur,Male, 35 - 39,2018,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2018,Non-Malaysian Citizens,16.8
W.P Kuala Lumpur,Male, 35 - 39,2019,Total Ethnic Group,88
W.P Kuala Lumpur,Male, 35 - 39,2019,Bumiputera,34.1
W.P Kuala Lumpur,Male, 35 - 39,2019,Chinese,30.2
W.P Kuala Lumpur,Male, 35 - 39,2019,Indians,6.9
W.P Kuala Lumpur,Male, 35 - 39,2019,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2019,Non-Malaysian Citizens,16.2
W.P Kuala Lumpur,Male, 35 - 39,2020,Total Ethnic Group,86.4
W.P Kuala Lumpur,Male, 35 - 39,2020,Bumiputera,34
W.P Kuala Lumpur,Male, 35 - 39,2020,Chinese,29.4
W.P Kuala Lumpur,Male, 35 - 39,2020,Indians,7
W.P Kuala Lumpur,Male, 35 - 39,2020,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 35 - 39,2020,Non-Malaysian Citizens,15.5
W.P Kuala Lumpur,Male, 40 - 44,1991,Total Ethnic Group,38.3
W.P Kuala Lumpur,Male, 40 - 44,1991,Bumiputera,0.1
W.P Kuala Lumpur,Male, 40 - 44,1991,Malay,12
W.P Kuala Lumpur,Male, 40 - 44,1991,Chinese,19.2
W.P Kuala Lumpur,Male, 40 - 44,1991,Indians,4.3
W.P Kuala Lumpur,Male, 40 - 44,1991,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1991,Non-Malaysian Citizens,2.3
W.P Kuala Lumpur,Male, 40 - 44,1992,Total Ethnic Group,39.6
W.P Kuala Lumpur,Male, 40 - 44,1992,Bumiputera,0.1
W.P Kuala Lumpur,Male, 40 - 44,1992,Malay,12.6
W.P Kuala Lumpur,Male, 40 - 44,1992,Chinese,19.6
W.P Kuala Lumpur,Male, 40 - 44,1992,Indians,4.5
W.P Kuala Lumpur,Male, 40 - 44,1992,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1992,Non-Malaysian Citizens,2.4
W.P Kuala Lumpur,Male, 40 - 44,1993,Total Ethnic Group,41.1
W.P Kuala Lumpur,Male, 40 - 44,1993,Bumiputera,0.1
W.P Kuala Lumpur,Male, 40 - 44,1993,Malay,13.3
W.P Kuala Lumpur,Male, 40 - 44,1993,Chinese,20.1
W.P Kuala Lumpur,Male, 40 - 44,1993,Indians,4.7
W.P Kuala Lumpur,Male, 40 - 44,1993,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1993,Non-Malaysian Citizens,2.5
W.P Kuala Lumpur,Male, 40 - 44,1994,Total Ethnic Group,42.4
W.P Kuala Lumpur,Male, 40 - 44,1994,Bumiputera,0.1
W.P Kuala Lumpur,Male, 40 - 44,1994,Malay,14
W.P Kuala Lumpur,Male, 40 - 44,1994,Chinese,20.4
W.P Kuala Lumpur,Male, 40 - 44,1994,Indians,4.9
W.P Kuala Lumpur,Male, 40 - 44,1994,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1994,Non-Malaysian Citizens,2.7
W.P Kuala Lumpur,Male, 40 - 44,1995,Total Ethnic Group,44
W.P Kuala Lumpur,Male, 40 - 44,1995,Bumiputera,0.1
W.P Kuala Lumpur,Male, 40 - 44,1995,Malay,14.7
W.P Kuala Lumpur,Male, 40 - 44,1995,Chinese,20.8
W.P Kuala Lumpur,Male, 40 - 44,1995,Indians,5.1
W.P Kuala Lumpur,Male, 40 - 44,1995,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1995,Non-Malaysian Citizens,2.9
W.P Kuala Lumpur,Male, 40 - 44,1996,Total Ethnic Group,45.5
W.P Kuala Lumpur,Male, 40 - 44,1996,Bumiputera,0.2
W.P Kuala Lumpur,Male, 40 - 44,1996,Malay,15.4
W.P Kuala Lumpur,Male, 40 - 44,1996,Chinese,21.1
W.P Kuala Lumpur,Male, 40 - 44,1996,Indians,5.4
W.P Kuala Lumpur,Male, 40 - 44,1996,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1996,Non-Malaysian Citizens,3.1
W.P Kuala Lumpur,Male, 40 - 44,1997,Total Ethnic Group,46.8
W.P Kuala Lumpur,Male, 40 - 44,1997,Bumiputera,0.2
W.P Kuala Lumpur,Male, 40 - 44,1997,Malay,15.9
W.P Kuala Lumpur,Male, 40 - 44,1997,Chinese,21.4
W.P Kuala Lumpur,Male, 40 - 44,1997,Indians,5.5
W.P Kuala Lumpur,Male, 40 - 44,1997,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1997,Non-Malaysian Citizens,3.4
W.P Kuala Lumpur,Male, 40 - 44,1998,Total Ethnic Group,47.8
W.P Kuala Lumpur,Male, 40 - 44,1998,Bumiputera,0.2
W.P Kuala Lumpur,Male, 40 - 44,1998,Malay,16.3
W.P Kuala Lumpur,Male, 40 - 44,1998,Chinese,21.6
W.P Kuala Lumpur,Male, 40 - 44,1998,Indians,5.6
W.P Kuala Lumpur,Male, 40 - 44,1998,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1998,Non-Malaysian Citizens,3.7
W.P Kuala Lumpur,Male, 40 - 44,1999,Total Ethnic Group,48.7
W.P Kuala Lumpur,Male, 40 - 44,1999,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,1999,Malay,16.5
W.P Kuala Lumpur,Male, 40 - 44,1999,Chinese,21.7
W.P Kuala Lumpur,Male, 40 - 44,1999,Indians,5.7
W.P Kuala Lumpur,Male, 40 - 44,1999,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,1999,Non-Malaysian Citizens,4.1
W.P Kuala Lumpur,Male, 40 - 44,2000,Total Ethnic Group,49.3
W.P Kuala Lumpur,Male, 40 - 44,2000,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2000,Malay,16.6
W.P Kuala Lumpur,Male, 40 - 44,2000,Chinese,21.6
W.P Kuala Lumpur,Male, 40 - 44,2000,Indians,5.8
W.P Kuala Lumpur,Male, 40 - 44,2000,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2000,Non-Malaysian Citizens,4.6
W.P Kuala Lumpur,Male, 40 - 44,2001,Total Ethnic Group,50.7
W.P Kuala Lumpur,Male, 40 - 44,2001,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2001,Malay,17.1
W.P Kuala Lumpur,Male, 40 - 44,2001,Chinese,22
W.P Kuala Lumpur,Male, 40 - 44,2001,Indians,5.8
W.P Kuala Lumpur,Male, 40 - 44,2001,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2001,Non-Malaysian Citizens,5
W.P Kuala Lumpur,Male, 40 - 44,2002,Total Ethnic Group,52.3
W.P Kuala Lumpur,Male, 40 - 44,2002,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2002,Malay,17.7
W.P Kuala Lumpur,Male, 40 - 44,2002,Chinese,22.5
W.P Kuala Lumpur,Male, 40 - 44,2002,Indians,5.9
W.P Kuala Lumpur,Male, 40 - 44,2002,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2002,Non-Malaysian Citizens,5.5
W.P Kuala Lumpur,Male, 40 - 44,2003,Total Ethnic Group,54.2
W.P Kuala Lumpur,Male, 40 - 44,2003,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2003,Malay,18.4
W.P Kuala Lumpur,Male, 40 - 44,2003,Chinese,23.1
W.P Kuala Lumpur,Male, 40 - 44,2003,Indians,6
W.P Kuala Lumpur,Male, 40 - 44,2003,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2003,Non-Malaysian Citizens,6
W.P Kuala Lumpur,Male, 40 - 44,2004,Total Ethnic Group,56
W.P Kuala Lumpur,Male, 40 - 44,2004,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2004,Malay,19.1
W.P Kuala Lumpur,Male, 40 - 44,2004,Chinese,23.7
W.P Kuala Lumpur,Male, 40 - 44,2004,Indians,6.1
W.P Kuala Lumpur,Male, 40 - 44,2004,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2004,Non-Malaysian Citizens,6.4
W.P Kuala Lumpur,Male, 40 - 44,2005,Total Ethnic Group,57.4
W.P Kuala Lumpur,Male, 40 - 44,2005,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2005,Malay,19.7
W.P Kuala Lumpur,Male, 40 - 44,2005,Chinese,24.2
W.P Kuala Lumpur,Male, 40 - 44,2005,Indians,6.1
W.P Kuala Lumpur,Male, 40 - 44,2005,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2005,Non-Malaysian Citizens,6.7
W.P Kuala Lumpur,Male, 40 - 44,2006,Total Ethnic Group,58.2
W.P Kuala Lumpur,Male, 40 - 44,2006,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2006,Malay,20
W.P Kuala Lumpur,Male, 40 - 44,2006,Chinese,24.5
W.P Kuala Lumpur,Male, 40 - 44,2006,Indians,6.1
W.P Kuala Lumpur,Male, 40 - 44,2006,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2006,Non-Malaysian Citizens,6.9
W.P Kuala Lumpur,Male, 40 - 44,2007,Total Ethnic Group,58
W.P Kuala Lumpur,Male, 40 - 44,2007,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2007,Malay,19.9
W.P Kuala Lumpur,Male, 40 - 44,2007,Chinese,24.4
W.P Kuala Lumpur,Male, 40 - 44,2007,Indians,5.9
W.P Kuala Lumpur,Male, 40 - 44,2007,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2007,Non-Malaysian Citizens,7
W.P Kuala Lumpur,Male, 40 - 44,2008,Total Ethnic Group,57
W.P Kuala Lumpur,Male, 40 - 44,2008,Bumiputera,0.3
W.P Kuala Lumpur,Male, 40 - 44,2008,Malay,19.5
W.P Kuala Lumpur,Male, 40 - 44,2008,Chinese,23.9
W.P Kuala Lumpur,Male, 40 - 44,2008,Indians,5.6
W.P Kuala Lumpur,Male, 40 - 44,2008,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2008,Non-Malaysian Citizens,7.1
W.P Kuala Lumpur,Male, 40 - 44,2009,Total Ethnic Group,55.8
W.P Kuala Lumpur,Male, 40 - 44,2009,Bumiputera,0.4
W.P Kuala Lumpur,Male, 40 - 44,2009,Malay,19
W.P Kuala Lumpur,Male, 40 - 44,2009,Chinese,23.4
W.P Kuala Lumpur,Male, 40 - 44,2009,Indians,5.3
W.P Kuala Lumpur,Male, 40 - 44,2009,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2009,Non-Malaysian Citizens,7.3
W.P Kuala Lumpur,Male, 40 - 44,2010,Total Ethnic Group,55
W.P Kuala Lumpur,Male, 40 - 44,2010,Other Bumiputera,0.4
W.P Kuala Lumpur,Male, 40 - 44,2010,Malay,18.5
W.P Kuala Lumpur,Male, 40 - 44,2010,Chinese,23.1
W.P Kuala Lumpur,Male, 40 - 44,2010,Indians,5
W.P Kuala Lumpur,Male, 40 - 44,2010,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 40 - 44,2010,Non-Malaysian Citizens,7.6
W.P Kuala Lumpur,Male, 40 - 44,2011,Total Ethnic Group,55.5
W.P Kuala Lumpur,Male, 40 - 44,2011,Other Bumiputera,0.5
W.P Kuala Lumpur,Male, 40 - 44,2011,Malay,18.6
W.P Kuala Lumpur,Male, 40 - 44,2011,Chinese,23.3
W.P Kuala Lumpur,Male, 40 - 44,2011,Indians,4.9
W.P Kuala Lumpur,Male, 40 - 44,2011,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2011,Non-Malaysian Citizens,7.8
W.P Kuala Lumpur,Male, 40 - 44,2012,Total Ethnic Group,56.1
W.P Kuala Lumpur,Male, 40 - 44,2012,Other Bumiputera,0.5
W.P Kuala Lumpur,Male, 40 - 44,2012,Malay,18.7
W.P Kuala Lumpur,Male, 40 - 44,2012,Chinese,24
W.P Kuala Lumpur,Male, 40 - 44,2012,Indians,4.4
W.P Kuala Lumpur,Male, 40 - 44,2012,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2012,Non-Malaysian Citizens,8.2
W.P Kuala Lumpur,Male, 40 - 44,2013,Total Ethnic Group,58.5
W.P Kuala Lumpur,Male, 40 - 44,2013,Bumiputera,19.7
W.P Kuala Lumpur,Male, 40 - 44,2013,Chinese,24.6
W.P Kuala Lumpur,Male, 40 - 44,2013,Indians,4.6
W.P Kuala Lumpur,Male, 40 - 44,2013,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2013,Non-Malaysian Citizens,9.2
W.P Kuala Lumpur,Male, 40 - 44,2014,Total Ethnic Group,59.9
W.P Kuala Lumpur,Male, 40 - 44,2014,Bumiputera,20.2
W.P Kuala Lumpur,Male, 40 - 44,2014,Chinese,25
W.P Kuala Lumpur,Male, 40 - 44,2014,Indians,5.1
W.P Kuala Lumpur,Male, 40 - 44,2014,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2014,Non-Malaysian Citizens,9.2
W.P Kuala Lumpur,Male, 40 - 44,2015,Total Ethnic Group,64
W.P Kuala Lumpur,Male, 40 - 44,2015,Bumiputera,20.7
W.P Kuala Lumpur,Male, 40 - 44,2015,Chinese,25.9
W.P Kuala Lumpur,Male, 40 - 44,2015,Indians,5.5
W.P Kuala Lumpur,Male, 40 - 44,2015,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2015,Non-Malaysian Citizens,11.5
W.P Kuala Lumpur,Male, 40 - 44,2016,Total Ethnic Group,66.3
W.P Kuala Lumpur,Male, 40 - 44,2016,Bumiputera,21.2
W.P Kuala Lumpur,Male, 40 - 44,2016,Chinese,27.2
W.P Kuala Lumpur,Male, 40 - 44,2016,Indians,5.8
W.P Kuala Lumpur,Male, 40 - 44,2016,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2016,Non-Malaysian Citizens,11.8
W.P Kuala Lumpur,Male, 40 - 44,2017,Total Ethnic Group,68.3
W.P Kuala Lumpur,Male, 40 - 44,2017,Bumiputera,21.6
W.P Kuala Lumpur,Male, 40 - 44,2017,Chinese,28.3
W.P Kuala Lumpur,Male, 40 - 44,2017,Indians,5.9
W.P Kuala Lumpur,Male, 40 - 44,2017,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2017,Non-Malaysian Citizens,12
W.P Kuala Lumpur,Male, 40 - 44,2018,Total Ethnic Group,70.5
W.P Kuala Lumpur,Male, 40 - 44,2018,Bumiputera,22.4
W.P Kuala Lumpur,Male, 40 - 44,2018,Chinese,29.5
W.P Kuala Lumpur,Male, 40 - 44,2018,Indians,6.1
W.P Kuala Lumpur,Male, 40 - 44,2018,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 40 - 44,2018,Non-Malaysian Citizens,12.2
W.P Kuala Lumpur,Male, 40 - 44,2019,Total Ethnic Group,72.3
W.P Kuala Lumpur,Male, 40 - 44,2019,Bumiputera,23.7
W.P Kuala Lumpur,Male, 40 - 44,2019,Chinese,30.3
W.P Kuala Lumpur,Male, 40 - 44,2019,Indians,6.1
W.P Kuala Lumpur,Male, 40 - 44,2019,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 40 - 44,2019,Non-Malaysian Citizens,11.8
W.P Kuala Lumpur,Male, 40 - 44,2020,Total Ethnic Group,74.2
W.P Kuala Lumpur,Male, 40 - 44,2020,Bumiputera,25.6
W.P Kuala Lumpur,Male, 40 - 44,2020,Chinese,30.8
W.P Kuala Lumpur,Male, 40 - 44,2020,Indians,6.1
W.P Kuala Lumpur,Male, 40 - 44,2020,Other Malaysian,0.5
W.P Kuala Lumpur,Male, 40 - 44,2020,Non-Malaysian Citizens,11.2
W.P Kuala Lumpur,Male, 45 - 49,1991,Total Ethnic Group,26.5
W.P Kuala Lumpur,Male, 45 - 49,1991,Bumiputera,0
W.P Kuala Lumpur,Male, 45 - 49,1991,Malay,7.2
W.P Kuala Lumpur,Male, 45 - 49,1991,Chinese,14.4
W.P Kuala Lumpur,Male, 45 - 49,1991,Indians,3
W.P Kuala Lumpur,Male, 45 - 49,1991,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1991,Non-Malaysian Citizens,1.7
W.P Kuala Lumpur,Male, 45 - 49,1992,Total Ethnic Group,28
W.P Kuala Lumpur,Male, 45 - 49,1992,Bumiputera,0
W.P Kuala Lumpur,Male, 45 - 49,1992,Malay,7.8
W.P Kuala Lumpur,Male, 45 - 49,1992,Chinese,14.9
W.P Kuala Lumpur,Male, 45 - 49,1992,Indians,3.1
W.P Kuala Lumpur,Male, 45 - 49,1992,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1992,Non-Malaysian Citizens,1.8
W.P Kuala Lumpur,Male, 45 - 49,1993,Total Ethnic Group,29.6
W.P Kuala Lumpur,Male, 45 - 49,1993,Bumiputera,0.1
W.P Kuala Lumpur,Male, 45 - 49,1993,Malay,8.4
W.P Kuala Lumpur,Male, 45 - 49,1993,Chinese,15.6
W.P Kuala Lumpur,Male, 45 - 49,1993,Indians,3.3
W.P Kuala Lumpur,Male, 45 - 49,1993,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1993,Non-Malaysian Citizens,1.9
W.P Kuala Lumpur,Male, 45 - 49,1994,Total Ethnic Group,31.5
W.P Kuala Lumpur,Male, 45 - 49,1994,Bumiputera,0.1
W.P Kuala Lumpur,Male, 45 - 49,1994,Malay,9.2
W.P Kuala Lumpur,Male, 45 - 49,1994,Chinese,16.3
W.P Kuala Lumpur,Male, 45 - 49,1994,Indians,3.5
W.P Kuala Lumpur,Male, 45 - 49,1994,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1994,Non-Malaysian Citizens,2
W.P Kuala Lumpur,Male, 45 - 49,1995,Total Ethnic Group,33.2
W.P Kuala Lumpur,Male, 45 - 49,1995,Bumiputera,0.1
W.P Kuala Lumpur,Male, 45 - 49,1995,Malay,9.9
W.P Kuala Lumpur,Male, 45 - 49,1995,Chinese,17
W.P Kuala Lumpur,Male, 45 - 49,1995,Indians,3.7
W.P Kuala Lumpur,Male, 45 - 49,1995,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1995,Non-Malaysian Citizens,2.2
W.P Kuala Lumpur,Male, 45 - 49,1996,Total Ethnic Group,34.6
W.P Kuala Lumpur,Male, 45 - 49,1996,Bumiputera,0.1
W.P Kuala Lumpur,Male, 45 - 49,1996,Malay,10.5
W.P Kuala Lumpur,Male, 45 - 49,1996,Chinese,17.5
W.P Kuala Lumpur,Male, 45 - 49,1996,Indians,3.9
W.P Kuala Lumpur,Male, 45 - 49,1996,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1996,Non-Malaysian Citizens,2.3
W.P Kuala Lumpur,Male, 45 - 49,1997,Total Ethnic Group,35.9
W.P Kuala Lumpur,Male, 45 - 49,1997,Bumiputera,0.1
W.P Kuala Lumpur,Male, 45 - 49,1997,Malay,11.1
W.P Kuala Lumpur,Male, 45 - 49,1997,Chinese,17.9
W.P Kuala Lumpur,Male, 45 - 49,1997,Indians,4.1
W.P Kuala Lumpur,Male, 45 - 49,1997,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1997,Non-Malaysian Citizens,2.4
W.P Kuala Lumpur,Male, 45 - 49,1998,Total Ethnic Group,37.4
W.P Kuala Lumpur,Male, 45 - 49,1998,Bumiputera,0.1
W.P Kuala Lumpur,Male, 45 - 49,1998,Malay,11.7
W.P Kuala Lumpur,Male, 45 - 49,1998,Chinese,18.3
W.P Kuala Lumpur,Male, 45 - 49,1998,Indians,4.3
W.P Kuala Lumpur,Male, 45 - 49,1998,Other Malaysian,0.3
W.P Kuala Lumpur,Male, 45 - 49,1998,Non-Malaysian Citizens,2.6
W.P Kuala Lumpur,Male, 45 - 49,1999,Total Ethnic Group,38.9
W.P Kuala Lumpur,Male, 45 - 49,1999,Bumiputera,0.2
W.P Kuala Lumpur,Male, 45 - 49,1999,Malay,12.3
W.P Kuala Lumpur,Male, 45 - 49,1999,Chinese,18.7
W.P Kuala Lumpur,Male, 45 - 49,1999,Indians,4.6
W.P Kuala Lumpur,Male, 45 - 49,1999,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 45 - 49,1999,Non-Malaysian Citizens,2.8
W.P Kuala Lumpur,Male, 45 - 49,2000,Total Ethnic Group,40.2
W.P Kuala Lumpur,Male, 45 - 49,2000,Bumiputera,0.2
W.P Kuala Lumpur,Male, 45 - 49,2000,Malay,12.8
W.P Kuala Lumpur,Male, 45 - 49,2000,Chinese,18.9
W.P Kuala Lumpur,Male, 45 - 49,2000,Indians,4.8
W.P Kuala Lumpur,Male, 45 - 49,2000,Other Malaysian,0.4
W.P Kuala Lumpur,Male, 45 - 49,2000,Non-Malaysian Citizens,3.1
W.P Kuala Lumpur,Male, 45 - 49,2001,Total Ethnic Group,41.7
W.P Kuala Lumpur,Male, 45 - 49,2001,Bumiputera,0.2
W.P Kuala Lumpur,Male, 45 - 49,2001,Malay,13.5
W.P Kuala Lumpur,Male, 45 - 49,2001,Chinese,19.4
